Data,Entrada,Saida,Placa,Marca/Modelo,Entrada_Completa,Saida_Completa,Duracao_temp,Marca,Modelo,Duracao,Mes,Hora_Entrada,Dia_Semana,Dia_Semana_PT
15/04/2025,08:42,16:26,TGB7Y65,Honda/Fit,2025-04-15 08:42:00,2025-04-15 16:26:00,0 days 07:44:00,0,1,7.733333333333333,4,8,Tuesday,Terça
15/04/2025,08:28,17:35,YHN8U87,Nissan/March,2025-04-15 08:28:00,2025-04-15 17:35:00,0 days 09:07:00,0,1,9.116666666666667,4,8,Tuesday,Terça
15/04/2025,08:08,19:30,UJM9I09,Fiat/Palio,2025-04-15 08:08:00,2025-04-15 19:30:00,0 days 11:22:00,0,1,11.366666666666667,4,8,Tuesday,Terça
15/04/2025,08:42,15:04,IKL0O21,Renault/Sandero,2025-04-15 08:42:00,2025-04-15 15:04:00,0 days 06:22:00,0,1,6.366666666666666,4,8,Tuesday,Terça
15/04/2025,09:57,19:44,OLP1P43,Jeep/Renegade,2025-04-15 09:57:00,2025-04-15 19:44:00,0 days 09:47:00,0,1,9.783333333333333,4,9,Tuesday,Terça
15/04/2025,08:28,15:00,PAS2D65,Peugeot/308,2025-04-15 08:28:00,2025-04-15 15:00:00,0 days 06:32:00,0,1,6.533333333333333,4,8,Tuesday,Terça
15/04/2025,08:06,16:06,DFG3S87,Citroen/C4,2025-04-15 08:06:00,2025-04-15 16:06:00,0 days 08:00:00,0,1,8.0,4,8,Tuesday,Terça
15/04/2025,08:37,15:12,SDF4G09,Ford/Focus,2025-04-15 08:37:00,2025-04-15 15:12:00,0 days 06:35:00,0,1,6.583333333333333,4,8,Tuesday,Terça
15/04/2025,09:05,19:20,GHG5H21,Kia/Soul,2025-04-15 09:05:00,2025-04-15 19:20:00,0 days 10:15:00,0,1,10.25,4,9,Tuesday,Terça
15/04/2025,08:03,19:37,HJK6J43,Mitsubishi/ASX,2025-04-15 08:03:00,2025-04-15 19:37:00,0 days 11:34:00,0,1,11.566666666666666,4,8,Tuesday,Terça
15/04/2025,08:03,16:18,JKL7K65,Suzuki/Swift,2025-04-15 08:03:00,2025-04-15 16:18:00,0 days 08:15:00,0,1,8.25,4,8,Tuesday,Terça
15/04/2025,09:06,16:23,AJC7M65,Chevrolet/Celta,2025-04-15 09:06:00,2025-04-15 16:23:00,0 days 07:17:00,0,1,7.283333333333333,4,9,Tuesday,Terça
15/04/2025,09:09,15:48,DEF7L65,Fiat/Uno,2025-04-15 09:09:00,2025-04-15 15:48:00,0 days 06:39:00,0,1,6.65,4,9,Tuesday,Terça
15/04/2025,08:28,16:15,JBL7K65,Ford/Fiesta,2025-04-15 08:28:00,2025-04-15 16:15:00,0 days 07:47:00,0,1,7.783333333333333,4,8,Tuesday,Terça
16/04/2025,06:44,15:56,ALC1D23,Toyota/Corolla,2025-04-16 06:44:00,2025-04-16 15:56:00,0 days 09:12:00,0,1,9.2,4,6,Wednesday,Quarta
16/04/2025,06:55,18:36,JDL2M45,Chevrolet/Onix,2025-04-16 06:55:00,2025-04-16 18:36:00,0 days 11:41:00,0,1,11.683333333333334,4,6,Wednesday,Quarta
16/04/2025,06:00,16:49,QWE3R67,Volkswagen/Polo,2025-04-16 06:00:00,2025-04-16 16:49:00,0 days 10:49:00,0,1,10.816666666666666,4,6,Wednesday,Quarta
16/04/2025,06:24,18:22,RTY4U89,Hyundai/HB20,2025-04-16 06:24:00,2025-04-16 18:22:00,0 days 11:58:00,0,1,11.966666666666667,4,6,Wednesday,Quarta
16/04/2025,06:15,16:54,UIO5P10,Honda/Civic,2025-04-16 06:15:00,2025-04-16 16:54:00,0 days 10:39:00,0,1,10.65,4,6,Wednesday,Quarta
16/04/2025,06:55,15:22,ASD6F32,Nissan/Kicks,2025-04-16 06:55:00,2025-04-16 15:22:00,0 days 08:27:00,0,1,8.45,4,6,Wednesday,Quarta
16/04/2025,06:32,15:07,ZXC7V54,Fiat/Fastback,2025-04-16 06:32:00,2025-04-16 15:07:00,0 days 08:35:00,0,1,8.583333333333334,4,6,Wednesday,Quarta
16/04/2025,06:50,15:20,VBN8G76,Renault/Kwid,2025-04-16 06:50:00,2025-04-16 15:20:00,0 days 08:30:00,0,1,8.5,4,6,Wednesday,Quarta
16/04/2025,06:43,15:26,MNB9H98,Jeep/Compass,2025-04-16 06:43:00,2025-04-16 15:26:00,0 days 08:43:00,0,1,8.716666666666667,4,6,Wednesday,Quarta
16/04/2025,06:01,16:26,POI0J21,Peugeot/208,2025-04-16 06:01:00,2025-04-16 16:26:00,0 days 10:25:00,0,1,10.416666666666666,4,6,Wednesday,Quarta
16/04/2025,06:09,19:51,LKM1Z43,Citroen/C3,2025-04-16 06:09:00,2025-04-16 19:51:00,0 days 13:42:00,0,1,13.7,4,6,Wednesday,Quarta
16/04/2025,06:14,18:22,HGF2X65,BYD/Dolphin,2025-04-16 06:14:00,2025-04-16 18:22:00,0 days 12:08:00,0,1,12.133333333333333,4,6,Wednesday,Quarta
16/04/2025,06:35,16:50,QAZ3W87,Toyota/Etios,2025-04-16 06:35:00,2025-04-16 16:50:00,0 days 10:15:00,0,1,10.25,4,6,Wednesday,Quarta
16/04/2025,09:30,18:21,WSX4E09,Chevrolet/Cruze,2025-04-16 09:30:00,2025-04-16 18:21:00,0 days 08:51:00,0,1,8.85,4,9,Wednesday,Quarta
16/04/2025,09:13,18:59,EDC5R21,Volkswagen/Fox,2025-04-16 09:13:00,2025-04-16 18:59:00,0 days 09:46:00,0,1,9.766666666666667,4,9,Wednesday,Quarta
16/04/2025,09:16,18:25,RFV6T43,Hyundai/Tucson,2025-04-16 09:16:00,2025-04-16 18:25:00,0 days 09:09:00,0,1,9.15,4,9,Wednesday,Quarta
16/04/2025,08:45,17:05,TGB7Y65,Honda/Fit,2025-04-16 08:45:00,2025-04-16 17:05:00,0 days 08:20:00,0,1,8.333333333333334,4,8,Wednesday,Quarta
16/04/2025,08:57,19:02,YHN8U87,Nissan/March,2025-04-16 08:57:00,2025-04-16 19:02:00,0 days 10:05:00,0,1,10.083333333333334,4,8,Wednesday,Quarta
16/04/2025,09:36,18:37,UJM9I09,Fiat/Palio,2025-04-16 09:36:00,2025-04-16 18:37:00,0 days 09:01:00,0,1,9.016666666666667,4,9,Wednesday,Quarta
16/04/2025,08:28,15:47,IKL0O21,Renault/Sandero,2025-04-16 08:28:00,2025-04-16 15:47:00,0 days 07:19:00,0,1,7.316666666666666,4,8,Wednesday,Quarta
16/04/2025,08:11,17:38,OLP1P43,Jeep/Renegade,2025-04-16 08:11:00,2025-04-16 17:38:00,0 days 09:27:00,0,1,9.45,4,8,Wednesday,Quarta
16/04/2025,09:44,17:08,PAS2D65,Peugeot/308,2025-04-16 09:44:00,2025-04-16 17:08:00,0 days 07:24:00,0,1,7.4,4,9,Wednesday,Quarta
16/04/2025,08:52,16:37,DFG3S87,Citroen/C4,2025-04-16 08:52:00,2025-04-16 16:37:00,0 days 07:45:00,0,1,7.75,4,8,Wednesday,Quarta
16/04/2025,08:32,16:13,SDF4G09,Ford/Focus,2025-04-16 08:32:00,2025-04-16 16:13:00,0 days 07:41:00,0,1,7.683333333333334,4,8,Wednesday,Quarta
16/04/2025,09:54,18:29,GHG5H21,Kia/Soul,2025-04-16 09:54:00,2025-04-16 18:29:00,0 days 08:35:00,0,1,8.583333333333334,4,9,Wednesday,Quarta
16/04/2025,09:09,17:33,HJK6J43,Mitsubishi/ASX,2025-04-16 09:09:00,2025-04-16 17:33:00,0 days 08:24:00,0,1,8.4,4,9,Wednesday,Quarta
16/04/2025,10:40,18:10,JKL7K65,Suzuki/Swift,2025-04-16 10:40:00,2025-04-16 18:10:00,0 days 07:30:00,0,1,7.5,4,10,Wednesday,Quarta
16/04/2025,08:27,18:51,AJC7M65,Chevrolet/Celta,2025-04-16 08:27:00,2025-04-16 18:51:00,0 days 10:24:00,0,1,10.4,4,8,Wednesday,Quarta
16/04/2025,08:26,17:32,DEF7L65,Fiat/Uno,2025-04-16 08:26:00,2025-04-16 17:32:00,0 days 09:06:00,0,1,9.1,4,8,Wednesday,Quarta
16/04/2025,10:32,17:26,JBL7K65,Ford/Fiesta,2025-04-16 10:32:00,2025-04-16 17:26:00,0 days 06:54:00,0,1,6.9,4,10,Wednesday,Quarta
17/04/2025,06:48,17:48,ALC1D23,Toyota/Corolla,2025-04-17 06:48:00,2025-04-17 17:48:00,0 days 11:00:00,0,1,11.0,4,6,Thursday,Quinta
17/04/2025,06:51,16:02,JDL2M45,Chevrolet/Onix,2025-04-17 06:51:00,2025-04-17 16:02:00,0 days 09:11:00,0,1,9.183333333333334,4,6,Thursday,Quinta
17/04/2025,06:59,18:54,QWE3R67,Volkswagen/Polo,2025-04-17 06:59:00,2025-04-17 18:54:00,0 days 11:55:00,0,1,11.916666666666666,4,6,Thursday,Quinta
17/04/2025,06:52,15:58,RTY4U89,Hyundai/HB20,2025-04-17 06:52:00,2025-04-17 15:58:00,0 days 09:06:00,0,1,9.1,4,6,Thursday,Quinta
17/04/2025,06:41,17:44,UIO5P10,Honda/Civic,2025-04-17 06:41:00,2025-04-17 17:44:00,0 days 11:03:00,0,1,11.05,4,6,Thursday,Quinta
17/04/2025,06:50,16:34,ASD6F32,Nissan/Kicks,2025-04-17 06:50:00,2025-04-17 16:34:00,0 days 09:44:00,0,1,9.733333333333333,4,6,Thursday,Quinta
17/04/2025,06:06,17:39,ZXC7V54,Fiat/Fastback,2025-04-17 06:06:00,2025-04-17 17:39:00,0 days 11:33:00,0,1,11.55,4,6,Thursday,Quinta
17/04/2025,06:56,18:18,VBN8G76,Renault/Kwid,2025-04-17 06:56:00,2025-04-17 18:18:00,0 days 11:22:00,0,1,11.366666666666667,4,6,Thursday,Quinta
17/04/2025,06:55,19:34,MNB9H98,Jeep/Compass,2025-04-17 06:55:00,2025-04-17 19:34:00,0 days 12:39:00,0,1,12.65,4,6,Thursday,Quinta
17/04/2025,06:35,19:34,POI0J21,Peugeot/208,2025-04-17 06:35:00,2025-04-17 19:34:00,0 days 12:59:00,0,1,12.983333333333333,4,6,Thursday,Quinta
17/04/2025,06:13,16:30,LKM1Z43,Citroen/C3,2025-04-17 06:13:00,2025-04-17 16:30:00,0 days 10:17:00,0,1,10.283333333333333,4,6,Thursday,Quinta
17/04/2025,06:16,17:04,HGF2X65,BYD/Dolphin,2025-04-17 06:16:00,2025-04-17 17:04:00,0 days 10:48:00,0,1,10.8,4,6,Thursday,Quinta
17/04/2025,06:08,16:10,QAZ3W87,Toyota/Etios,2025-04-17 06:08:00,2025-04-17 16:10:00,0 days 10:02:00,0,1,10.033333333333333,4,6,Thursday,Quinta
17/04/2025,09:45,19:26,WSX4E09,Chevrolet/Cruze,2025-04-17 09:45:00,2025-04-17 19:26:00,0 days 09:41:00,0,1,9.683333333333334,4,9,Thursday,Quinta
17/04/2025,09:15,16:53,EDC5R21,Volkswagen/Fox,2025-04-17 09:15:00,2025-04-17 16:53:00,0 days 07:38:00,0,1,7.633333333333334,4,9,Thursday,Quinta
17/04/2025,09:54,15:30,RFV6T43,Hyundai/Tucson,2025-04-17 09:54:00,2025-04-17 15:30:00,0 days 05:36:00,0,1,5.6,4,9,Thursday,Quinta
17/04/2025,08:49,15:50,TGB7Y65,Honda/Fit,2025-04-17 08:49:00,2025-04-17 15:50:00,0 days 07:01:00,0,1,7.016666666666667,4,8,Thursday,Quinta
17/04/2025,09:16,17:07,YHN8U87,Nissan/March,2025-04-17 09:16:00,2025-04-17 17:07:00,0 days 07:51:00,0,1,7.85,4,9,Thursday,Quinta
17/04/2025,08:13,17:56,UJM9I09,Fiat/Palio,2025-04-17 08:13:00,2025-04-17 17:56:00,0 days 09:43:00,0,1,9.716666666666667,4,8,Thursday,Quinta
17/04/2025,09:36,19:59,IKL0O21,Renault/Sandero,2025-04-17 09:36:00,2025-04-17 19:59:00,0 days 10:23:00,0,1,10.383333333333333,4,9,Thursday,Quinta
17/04/2025,08:11,19:49,OLP1P43,Jeep/Renegade,2025-04-17 08:11:00,2025-04-17 19:49:00,0 days 11:38:00,0,1,11.633333333333333,4,8,Thursday,Quinta
17/04/2025,09:18,16:14,PAS2D65,Peugeot/308,2025-04-17 09:18:00,2025-04-17 16:14:00,0 days 06:56:00,0,1,6.933333333333334,4,9,Thursday,Quinta
17/04/2025,08:05,16:13,DFG3S87,Citroen/C4,2025-04-17 08:05:00,2025-04-17 16:13:00,0 days 08:08:00,0,1,8.133333333333333,4,8,Thursday,Quinta
17/04/2025,09:28,19:44,SDF4G09,Ford/Focus,2025-04-17 09:28:00,2025-04-17 19:44:00,0 days 10:16:00,0,1,10.266666666666667,4,9,Thursday,Quinta
17/04/2025,09:35,17:09,GHG5H21,Kia/Soul,2025-04-17 09:35:00,2025-04-17 17:09:00,0 days 07:34:00,0,1,7.566666666666666,4,9,Thursday,Quinta
17/04/2025,09:44,19:38,HJK6J43,Mitsubishi/ASX,2025-04-17 09:44:00,2025-04-17 19:38:00,0 days 09:54:00,0,1,9.9,4,9,Thursday,Quinta
17/04/2025,09:46,17:56,JKL7K65,Suzuki/Swift,2025-04-17 09:46:00,2025-04-17 17:56:00,0 days 08:10:00,0,1,8.166666666666666,4,9,Thursday,Quinta
17/04/2025,08:17,17:15,AJC7M65,Chevrolet/Celta,2025-04-17 08:17:00,2025-04-17 17:15:00,0 days 08:58:00,0,1,8.966666666666667,4,8,Thursday,Quinta
17/04/2025,09:32,18:02,DEF7L65,Fiat/Uno,2025-04-17 09:32:00,2025-04-17 18:02:00,0 days 08:30:00,0,1,8.5,4,9,Thursday,Quinta
17/04/2025,08:54,16:08,JBL7K65,Ford/Fiesta,2025-04-17 08:54:00,2025-04-17 16:08:00,0 days 07:14:00,0,1,7.233333333333333,4,8,Thursday,Quinta
18/04/2025,06:47,16:23,ALC1D23,Toyota/Corolla,2025-04-18 06:47:00,2025-04-18 16:23:00,0 days 09:36:00,0,1,9.6,4,6,Friday,Sexta
18/04/2025,06:54,16:54,JDL2M45,Chevrolet/Onix,2025-04-18 06:54:00,2025-04-18 16:54:00,0 days 10:00:00,0,1,10.0,4,6,Friday,Sexta
18/04/2025,06:20,18:13,QWE3R67,Volkswagen/Polo,2025-04-18 06:20:00,2025-04-18 18:13:00,0 days 11:53:00,0,1,11.883333333333333,4,6,Friday,Sexta
18/04/2025,06:40,16:32,RTY4U89,Hyundai/HB20,2025-04-18 06:40:00,2025-04-18 16:32:00,0 days 09:52:00,0,1,9.866666666666667,4,6,Friday,Sexta
18/04/2025,06:55,15:29,UIO5P10,Honda/Civic,2025-04-18 06:55:00,2025-04-18 15:29:00,0 days 08:34:00,0,1,8.566666666666666,4,6,Friday,Sexta
18/04/2025,06:17,17:06,ASD6F32,Nissan/Kicks,2025-04-18 06:17:00,2025-04-18 17:06:00,0 days 10:49:00,0,1,10.816666666666666,4,6,Friday,Sexta
18/04/2025,06:03,16:27,ZXC7V54,Fiat/Fastback,2025-04-18 06:03:00,2025-04-18 16:27:00,0 days 10:24:00,0,1,10.4,4,6,Friday,Sexta
18/04/2025,06:35,15:06,VBN8G76,Renault/Kwid,2025-04-18 06:35:00,2025-04-18 15:06:00,0 days 08:31:00,0,1,8.516666666666667,4,6,Friday,Sexta
18/04/2025,06:51,19:05,MNB9H98,Jeep/Compass,2025-04-18 06:51:00,2025-04-18 19:05:00,0 days 12:14:00,0,1,12.233333333333333,4,6,Friday,Sexta
18/04/2025,06:10,18:49,POI0J21,Peugeot/208,2025-04-18 06:10:00,2025-04-18 18:49:00,0 days 12:39:00,0,1,12.65,4,6,Friday,Sexta
18/04/2025,06:30,17:04,LKM1Z43,Citroen/C3,2025-04-18 06:30:00,2025-04-18 17:04:00,0 days 10:34:00,0,1,10.566666666666666,4,6,Friday,Sexta
18/04/2025,06:42,15:53,HGF2X65,BYD/Dolphin,2025-04-18 06:42:00,2025-04-18 15:53:00,0 days 09:11:00,0,1,9.183333333333334,4,6,Friday,Sexta
18/04/2025,06:23,17:35,QAZ3W87,Toyota/Etios,2025-04-18 06:23:00,2025-04-18 17:35:00,0 days 11:12:00,0,1,11.2,4,6,Friday,Sexta
18/04/2025,08:34,16:41,WSX4E09,Chevrolet/Cruze,2025-04-18 08:34:00,2025-04-18 16:41:00,0 days 08:07:00,0,1,8.116666666666667,4,8,Friday,Sexta
18/04/2025,08:19,19:00,EDC5R21,Volkswagen/Fox,2025-04-18 08:19:00,2025-04-18 19:00:00,0 days 10:41:00,0,1,10.683333333333334,4,8,Friday,Sexta
18/04/2025,08:31,18:10,RFV6T43,Hyundai/Tucson,2025-04-18 08:31:00,2025-04-18 18:10:00,0 days 09:39:00,0,1,9.65,4,8,Friday,Sexta
18/04/2025,08:52,16:45,TGB7Y65,Honda/Fit,2025-04-18 08:52:00,2025-04-18 16:45:00,0 days 07:53:00,0,1,7.883333333333334,4,8,Friday,Sexta
18/04/2025,09:00,16:53,YHN8U87,Nissan/March,2025-04-18 09:00:00,2025-04-18 16:53:00,0 days 07:53:00,0,1,7.883333333333334,4,9,Friday,Sexta
18/04/2025,08:29,16:21,UJM9I09,Fiat/Palio,2025-04-18 08:29:00,2025-04-18 16:21:00,0 days 07:52:00,0,1,7.866666666666666,4,8,Friday,Sexta
18/04/2025,09:41,16:10,IKL0O21,Renault/Sandero,2025-04-18 09:41:00,2025-04-18 16:10:00,0 days 06:29:00,0,1,6.483333333333333,4,9,Friday,Sexta
18/04/2025,08:51,18:40,OLP1P43,Jeep/Renegade,2025-04-18 08:51:00,2025-04-18 18:40:00,0 days 09:49:00,0,1,9.816666666666666,4,8,Friday,Sexta
18/04/2025,09:35,17:06,PAS2D65,Peugeot/308,2025-04-18 09:35:00,2025-04-18 17:06:00,0 days 07:31:00,0,1,7.516666666666667,4,9,Friday,Sexta
18/04/2025,09:49,16:55,DFG3S87,Citroen/C4,2025-04-18 09:49:00,2025-04-18 16:55:00,0 days 07:06:00,0,1,7.1,4,9,Friday,Sexta
18/04/2025,09:25,16:27,SDF4G09,Ford/Focus,2025-04-18 09:25:00,2025-04-18 16:27:00,0 days 07:02:00,0,1,7.033333333333333,4,9,Friday,Sexta
18/04/2025,08:29,15:32,GHG5H21,Kia/Soul,2025-04-18 08:29:00,2025-04-18 15:32:00,0 days 07:03:00,0,1,7.05,4,8,Friday,Sexta
18/04/2025,08:45,18:05,HJK6J43,Mitsubishi/ASX,2025-04-18 08:45:00,2025-04-18 18:05:00,0 days 09:20:00,0,1,9.333333333333334,4,8,Friday,Sexta
18/04/2025,10:51,18:52,JKL7K65,Suzuki/Swift,2025-04-18 10:51:00,2025-04-18 18:52:00,0 days 08:01:00,0,1,8.016666666666667,4,10,Friday,Sexta
18/04/2025,08:21,15:13,AJC7M65,Chevrolet/Celta,2025-04-18 08:21:00,2025-04-18 15:13:00,0 days 06:52:00,0,1,6.866666666666666,4,8,Friday,Sexta
18/04/2025,10:42,16:45,DEF7L65,Fiat/Uno,2025-04-18 10:42:00,2025-04-18 16:45:00,0 days 06:03:00,0,1,6.05,4,10,Friday,Sexta
18/04/2025,10:42,15:48,JBL7K65,Ford/Fiesta,2025-04-18 10:42:00,2025-04-18 15:48:00,0 days 05:06:00,0,1,5.1,4,10,Friday,Sexta
19/04/2025,08:52,18:51,WSX4E09,Chevrolet/Cruze,2025-04-19 08:52:00,2025-04-19 18:51:00,0 days 09:59:00,0,1,9.983333333333333,4,8,Saturday,Sábado
19/04/2025,09:15,19:40,EDC5R21,Volkswagen/Fox,2025-04-19 09:15:00,2025-04-19 19:40:00,0 days 10:25:00,0,1,10.416666666666666,4,9,Saturday,Sábado
19/04/2025,08:14,18:41,TGB7Y65,Honda/Fit,2025-04-19 08:14:00,2025-04-19 18:41:00,0 days 10:27:00,0,1,10.45,4,8,Saturday,Sábado
19/04/2025,09:53,17:45,IKL0O21,Renault/Sandero,2025-04-19 09:53:00,2025-04-19 17:45:00,0 days 07:52:00,0,1,7.866666666666666,4,9,Saturday,Sábado
19/04/2025,08:00,16:43,OLP1P43,Jeep/Renegade,2025-04-19 08:00:00,2025-04-19 16:43:00,0 days 08:43:00,0,1,8.716666666666667,4,8,Saturday,Sábado
19/04/2025,09:01,16:16,DFG3S87,Citroen/C4,2025-04-19 09:01:00,2025-04-19 16:16:00,0 days 07:15:00,0,1,7.25,4,9,Saturday,Sábado
19/04/2025,08:13,17:10,SDF4G09,Ford/Focus,2025-04-19 08:13:00,2025-04-19 17:10:00,0 days 08:57:00,0,1,8.95,4,8,Saturday,Sábado
19/04/2025,08:34,17:34,HJK6J43,Mitsubishi/ASX,2025-04-19 08:34:00,2025-04-19 17:34:00,0 days 09:00:00,0,1,9.0,4,8,Saturday,Sábado
21/04/2025,06:36,18:25,ALC1D23,Toyota/Corolla,2025-04-21 06:36:00,2025-04-21 18:25:00,0 days 11:49:00,0,1,11.816666666666666,4,6,Monday,Segunda
21/04/2025,06:48,18:21,JDL2M45,Chevrolet/Onix,2025-04-21 06:48:00,2025-04-21 18:21:00,0 days 11:33:00,0,1,11.55,4,6,Monday,Segunda
21/04/2025,06:38,16:43,QWE3R67,Volkswagen/Polo,2025-04-21 06:38:00,2025-04-21 16:43:00,0 days 10:05:00,0,1,10.083333333333334,4,6,Monday,Segunda
21/04/2025,06:22,19:58,RTY4U89,Hyundai/HB20,2025-04-21 06:22:00,2025-04-21 19:58:00,0 days 13:36:00,0,1,13.6,4,6,Monday,Segunda
21/04/2025,06:06,18:58,UIO5P10,Honda/Civic,2025-04-21 06:06:00,2025-04-21 18:58:00,0 days 12:52:00,0,1,12.866666666666667,4,6,Monday,Segunda
21/04/2025,06:13,16:58,ASD6F32,Nissan/Kicks,2025-04-21 06:13:00,2025-04-21 16:58:00,0 days 10:45:00,0,1,10.75,4,6,Monday,Segunda
21/04/2025,06:33,17:04,ZXC7V54,Fiat/Fastback,2025-04-21 06:33:00,2025-04-21 17:04:00,0 days 10:31:00,0,1,10.516666666666667,4,6,Monday,Segunda
21/04/2025,06:32,15:04,VBN8G76,Renault/Kwid,2025-04-21 06:32:00,2025-04-21 15:04:00,0 days 08:32:00,0,1,8.533333333333333,4,6,Monday,Segunda
21/04/2025,06:43,19:01,MNB9H98,Jeep/Compass,2025-04-21 06:43:00,2025-04-21 19:01:00,0 days 12:18:00,0,1,12.3,4,6,Monday,Segunda
21/04/2025,06:51,17:55,POI0J21,Peugeot/208,2025-04-21 06:51:00,2025-04-21 17:55:00,0 days 11:04:00,0,1,11.066666666666666,4,6,Monday,Segunda
21/04/2025,06:57,16:37,LKM1Z43,Citroen/C3,2025-04-21 06:57:00,2025-04-21 16:37:00,0 days 09:40:00,0,1,9.666666666666666,4,6,Monday,Segunda
21/04/2025,06:46,18:44,HGF2X65,BYD/Dolphin,2025-04-21 06:46:00,2025-04-21 18:44:00,0 days 11:58:00,0,1,11.966666666666667,4,6,Monday,Segunda
21/04/2025,06:57,18:19,QAZ3W87,Toyota/Etios,2025-04-21 06:57:00,2025-04-21 18:19:00,0 days 11:22:00,0,1,11.366666666666667,4,6,Monday,Segunda
21/04/2025,08:54,17:26,WSX4E09,Chevrolet/Cruze,2025-04-21 08:54:00,2025-04-21 17:26:00,0 days 08:32:00,0,1,8.533333333333333,4,8,Monday,Segunda
21/04/2025,08:06,18:02,EDC5R21,Volkswagen/Fox,2025-04-21 08:06:00,2025-04-21 18:02:00,0 days 09:56:00,0,1,9.933333333333334,4,8,Monday,Segunda
21/04/2025,09:06,16:14,RFV6T43,Hyundai/Tucson,2025-04-21 09:06:00,2025-04-21 16:14:00,0 days 07:08:00,0,1,7.133333333333334,4,9,Monday,Segunda
21/04/2025,09:43,19:05,TGB7Y65,Honda/Fit,2025-04-21 09:43:00,2025-04-21 19:05:00,0 days 09:22:00,0,1,9.366666666666667,4,9,Monday,Segunda
21/04/2025,09:59,16:01,YHN8U87,Nissan/March,2025-04-21 09:59:00,2025-04-21 16:01:00,0 days 06:02:00,0,1,6.033333333333333,4,9,Monday,Segunda
21/04/2025,08:38,16:22,UJM9I09,Fiat/Palio,2025-04-21 08:38:00,2025-04-21 16:22:00,0 days 07:44:00,0,1,7.733333333333333,4,8,Monday,Segunda
21/04/2025,08:19,19:18,IKL0O21,Renault/Sandero,2025-04-21 08:19:00,2025-04-21 19:18:00,0 days 10:59:00,0,1,10.983333333333333,4,8,Monday,Segunda
21/04/2025,09:46,18:27,OLP1P43,Jeep/Renegade,2025-04-21 09:46:00,2025-04-21 18:27:00,0 days 08:41:00,0,1,8.683333333333334,4,9,Monday,Segunda
21/04/2025,09:28,18:39,PAS2D65,Peugeot/308,2025-04-21 09:28:00,2025-04-21 18:39:00,0 days 09:11:00,0,1,9.183333333333334,4,9,Monday,Segunda
21/04/2025,08:28,18:49,DFG3S87,Citroen/C4,2025-04-21 08:28:00,2025-04-21 18:49:00,0 days 10:21:00,0,1,10.35,4,8,Monday,Segunda
21/04/2025,09:58,15:46,SDF4G09,Ford/Focus,2025-04-21 09:58:00,2025-04-21 15:46:00,0 days 05:48:00,0,1,5.8,4,9,Monday,Segunda
21/04/2025,08:20,19:45,GHG5H21,Kia/Soul,2025-04-21 08:20:00,2025-04-21 19:45:00,0 days 11:25:00,0,1,11.416666666666666,4,8,Monday,Segunda
21/04/2025,09:42,19:06,HJK6J43,Mitsubishi/ASX,2025-04-21 09:42:00,2025-04-21 19:06:00,0 days 09:24:00,0,1,9.4,4,9,Monday,Segunda
21/04/2025,09:01,17:39,JKL7K65,Suzuki/Swift,2025-04-21 09:01:00,2025-04-21 17:39:00,0 days 08:38:00,0,1,8.633333333333333,4,9,Monday,Segunda
21/04/2025,10:33,17:18,AJC7M65,Chevrolet/Celta,2025-04-21 10:33:00,2025-04-21 17:18:00,0 days 06:45:00,0,1,6.75,4,10,Monday,Segunda
21/04/2025,08:18,18:11,DEF7L65,Fiat/Uno,2025-04-21 08:18:00,2025-04-21 18:11:00,0 days 09:53:00,0,1,9.883333333333333,4,8,Monday,Segunda
21/04/2025,10:17,19:20,JBL7K65,Ford/Fiesta,2025-04-21 10:17:00,2025-04-21 19:20:00,0 days 09:03:00,0,1,9.05,4,10,Monday,Segunda
22/04/2025,06:53,16:10,ALC1D23,Toyota/Corolla,2025-04-22 06:53:00,2025-04-22 16:10:00,0 days 09:17:00,0,1,9.283333333333333,4,6,Tuesday,Terça
22/04/2025,06:44,18:38,JDL2M45,Chevrolet/Onix,2025-04-22 06:44:00,2025-04-22 18:38:00,0 days 11:54:00,0,1,11.9,4,6,Tuesday,Terça
22/04/2025,06:43,19:02,QWE3R67,Volkswagen/Polo,2025-04-22 06:43:00,2025-04-22 19:02:00,0 days 12:19:00,0,1,12.316666666666666,4,6,Tuesday,Terça
22/04/2025,06:01,15:09,RTY4U89,Hyundai/HB20,2025-04-22 06:01:00,2025-04-22 15:09:00,0 days 09:08:00,0,1,9.133333333333333,4,6,Tuesday,Terça
22/04/2025,06:44,17:10,UIO5P10,Honda/Civic,2025-04-22 06:44:00,2025-04-22 17:10:00,0 days 10:26:00,0,1,10.433333333333334,4,6,Tuesday,Terça
22/04/2025,06:17,19:02,ASD6F32,Nissan/Kicks,2025-04-22 06:17:00,2025-04-22 19:02:00,0 days 12:45:00,0,1,12.75,4,6,Tuesday,Terça
22/04/2025,06:28,17:20,ZXC7V54,Fiat/Fastback,2025-04-22 06:28:00,2025-04-22 17:20:00,0 days 10:52:00,0,1,10.866666666666667,4,6,Tuesday,Terça
22/04/2025,06:16,16:59,VBN8G76,Renault/Kwid,2025-04-22 06:16:00,2025-04-22 16:59:00,0 days 10:43:00,0,1,10.716666666666667,4,6,Tuesday,Terça
22/04/2025,06:01,16:45,MNB9H98,Jeep/Compass,2025-04-22 06:01:00,2025-04-22 16:45:00,0 days 10:44:00,0,1,10.733333333333333,4,6,Tuesday,Terça
